entity_id,entity_name,sector,subsector,sector_id,subsector_id,website,description
82,Collab.Land,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://collab.land,Token-gated access tooling for online communities
390,CyberConnect,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://cyberconnect.me,Composable social graph infrastructure for Web3
366,Ethereum Attestation Service,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://attest.sh,Canonical Ethereum-native protocol for issuing and verifying on-chain attestations
160,Ethereum Name Service,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://ens.domains,Ethereum-native naming and identity resolution system
242,Farcaster,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://www.farcaster.xyz,Decentralized social protocol with shared identity layer
304,Fractal,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://www.fractal.id,Identity layer bridging institutions into Web3
512,Gitcoin Passport,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://passport.gitcoin.co,Widely used sybil-resistance layer for Ethereum ecosystems
429,Guild,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://guild.xyz,Widely used access-control layer for Web3 communities
422,Krebit,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://krebit.id,Reputation and credential system for Web3 contributors
290,Lens Protocol,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://lens.xyz,"Canonical, composable social graph for Web3"
493,Polygon ID,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://polygon.technology/polygon-id,Zero-knowledge identity and credential framework
153,Quadrata,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://quadrata.com,On-chain identity oracle for compliant access control
319,Role Protocol,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://www.roleprotocol.xyz,Lightweight on-chain role assignment protocol
265,Sismo,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://www.sismo.io,Enables identity proofs without revealing identity
131,Spectral,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://spectral.finance,On-chain reputation and credit scoring for wallets
225,Spruce ID,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://spruceid.com,Standards-driven DID & VC tooling for Ethereum and Web3
287,Veramo,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://veramo.io,Developer framework for building DID & VC systems
210,Worldcoin,Advanced Compute & Integration,Identity & Social Graphs,7,6,https://worldcoin.org,Global proof-of-personhood identity system
52,Backed Finance,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://backed.fi,Tokenized versions of traditional securities with legal backing
423,BlackRock BUIDL,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.blackrock.com,Institutional-grade tokenized treasury fund issued by the world’s largest asset manager
302,Centrifuge,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://centrifuge.io,Credit-native RWA rails connecting real-world cash flows to Ethereum
248,Chainalysis KYT (RWA transfer enforcement context),Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.chainalysis.com,Transaction-level compliance signals for RWA transfers
211,Clearpool (issuer-side only),Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://clearpool.finance,Issuer-side on-chain credit pools for institutions
163,DigiFT,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.digift.sg,MAS-regulated venue for issuing and trading RWAs
374,Fireblocks (RWA issuance & servicing context),Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.fireblocks.com,Institutional custody and policy enforcement layer for tokenized RWAs
190,Franklin Templeton Benji,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.franklintempleton.com/benji,Tokenized access to regulated money market funds
291,KlimaDAO,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.klimadao.finance,Liquidity and incentive layer for on-chain carbon markets built on registry-anchored credits
472,Maple Finance (issuer-integrated RWAs only),Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://maple.finance,Institutional credit marketplace with on-chain settlement
127,Matrixdock,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://matrixdock.com,Asia-centric platform for servicing tokenized RWAs
405,Monerium,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://monerium.com,Regulated on-chain fiat settlement infrastructure
371,Ondo Finance,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://ondo.finance,Institutional RWA products bringing treasury yields on-chain
132,Polymesh Association (Ethereum-connected deployments only),Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://polymesh.network,Regulated security-token infrastructure with Ethereum interoperability
56,Propy,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://propy.com,Platform enabling blockchain-based property conveyance
437,RealT,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://realt.co,Fractionalized ownership of income-producing U.S. real estate
134,Sumsub (RWA onboarding context),Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://sumsub.com,KYC/AML onboarding for RWA investors
11,Superstate,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://www.superstate.co,Tokenized access to regulated treasury funds with Ethereum-based ownership
448,Toucan Protocol,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://toucan.earth,Protocol bridging real-world carbon credits onto Ethereum
364,Vertalo,Advanced Compute & Integration,Real World Assets (RWAs),7,26,https://vertalo.com,Bridges traditional cap tables with Ethereum-based securities
92,Ethereum Consensus Specifications,Core Protocol Architecture,Consensus Layer,3,23,https://ethereum.org/en/developers/docs/consensus-mechanisms/,"The authoritative, normative specification defining Ethereum’s Proof-of-Stake consensus rules, including fork choice, finality, validator duties, slashing conditions, and upgrade encoding."
279,Lighthouse,Core Protocol Architecture,Consensus Layer,3,23,https://lighthouse.sigmaprime.io/,"A high-performance Ethereum consensus client written in Rust, designed with a strong emphasis on security, correctness, and efficiency."
151,Lodestar,Core Protocol Architecture,Consensus Layer,3,23,https://lodestar.chainsafe.io,"An Ethereum consensus client written in TypeScript, enabling JavaScript-native development, research, and tooling around Ethereum consensus."
64,Nimbus,Core Protocol Architecture,Consensus Layer,3,23,https://nimbus.team,"A lightweight Ethereum consensus client written in Nim, optimized for low-resource environments and decentralization."
378,Prysm,Core Protocol Architecture,Consensus Layer,3,23,https://www.offchainlabs.com/prysm,"A production-grade Ethereum consensus client written in Go, implementing Ethereum’s Proof-of-Stake consensus rules and validator duties."
277,Teku,Core Protocol Architecture,Consensus Layer,3,23,https://consensys.io/teku,"An enterprise-grade Ethereum consensus client written in Java, optimized for institutional, regulated, and professional validator environments."
138,Besu,Core Protocol Architecture,Execution Layer,3,11,https://consensys.io/ethereum/besu,"An enterprise-grade Ethereum execution client written in Java, designed for institutional, regulated, and compliance-focused environments."
504,Erigon,Core Protocol Architecture,Execution Layer,3,11,https://erigon.tech/,"A performance-optimized Ethereum execution client focused on efficient state storage, fast sync, and reduced disk I/O."
171,Execution EIPs (Execution-Layer Ethereum Improvement Proposals),Core Protocol Architecture,Execution Layer,3,11,https://eips.ethereum.org/,"A structured set of proposals that define changes, extensions, and fixes to Ethereum’s execution semantics, including gas pricing, opcode behavior, transaction processing, and state transition rules."
149,Geth (Go Ethereum),Core Protocol Architecture,Execution Layer,3,11,https://geth.ethereum.org/,"The reference Ethereum execution client written in Go, responsible for transaction execution, EVM bytecode interpretation, state transitions, gas accounting, and maintenance of Ethereum’s canonical account and storage state."
270,Nethermind,Core Protocol Architecture,Execution Layer,3,11,https://nethermind.io/,"A high-performance Ethereum execution client written in .NET, optimized for speed, modularity, and professional validator operations."
51,Yellow Paper (Ethereum Execution Specification),Core Protocol Architecture,Execution Layer,3,11,https://ethereum.org/en/developers/docs/evm/,"The formal, mathematical specification of Ethereum’s execution layer, defining the Ethereum Virtual Machine (EVM), transaction execution flow, state transition function, gas accounting, and account/storage model."
240,Builder-Native Searcher Pipelines (Aggregated),Core Protocol Architecture,MEV & Block Builders,3,3,,
506,Builder-Relay Integrated Operators (Aggregated),Core Protocol Architecture,MEV & Block Builders,3,3,,
297,Eden Network (Integrated MEV Stack),Core Protocol Architecture,MEV & Block Builders,3,3,,
271,Eden Network (Searcher Infrastructure),Core Protocol Architecture,MEV & Block Builders,3,3,,
185,Eden Relay,Core Protocol Architecture,MEV & Block Builders,3,3,,
245,Flashbots (Block Builder),Core Protocol Architecture,MEV & Block Builders,3,3,,
410,Flashbots (Integrated Stack),Core Protocol Architecture,MEV & Block Builders,3,3,,
183,Flashbots (Searcher Infrastructure),Core Protocol Architecture,MEV & Block Builders,3,3,,
479,Flashbots Relay,Core Protocol Architecture,MEV & Block Builders,3,3,,
354,Titan Builder,Core Protocol Architecture,MEV & Block Builders,3,3,,
357,Ultra Sound Relay,Core Protocol Architecture,MEV & Block Builders,3,3,,
278,bloXroute (Block Builder),Core Protocol Architecture,MEV & Block Builders,3,3,,
420,bloXroute (Integrated MEV Stack),Core Protocol Architecture,MEV & Block Builders,3,3,,
324,bloXroute (Searcher-Builder Pipeline),Core Protocol Architecture,MEV & Block Builders,3,3,,
159,bloXroute Relay,Core Protocol Architecture,MEV & Block Builders,3,3,,
40,rsync-builder,Core Protocol Architecture,MEV & Block Builders,3,3,,
176,Dencun,Core Protocol Architecture,Network Upgrades,3,1,,
193,Fusaka,Core Protocol Architecture,Network Upgrades,3,1,,
130,Glamsterdam (Planned),Core Protocol Architecture,Network Upgrades,3,1,,
112,London,Core Protocol Architecture,Network Upgrades,3,1,,
257,Pectra,Core Protocol Architecture,Network Upgrades,3,1,,
333,Shanghai / Capella (Shapella),Core Protocol Architecture,Network Upgrades,3,1,,
111,The Merge,Core Protocol Architecture,Network Upgrades,3,1,,
289,Binance (Validator Operations),Core Protocol Architecture,Validators & Staking Providers,3,9,,
209,Chorus One,Core Protocol Architecture,Validators & Staking Providers,3,9,,
57,Coinbase (Validator Operations),Core Protocol Architecture,Validators & Staking Providers,3,9,,
372,Kraken (Validator Operations),Core Protocol Architecture,Validators & Staking Providers,3,9,,
495,Lido (Node Operator Set),Core Protocol Architecture,Validators & Staking Providers,3,9,,
30,P2P.org,Core Protocol Architecture,Validators & Staking Providers,3,9,,
330,Rocket Pool (Node Operators),Core Protocol Architecture,Validators & Staking Providers,3,9,,
234,Solo Validators,Core Protocol Architecture,Validators & Staking Providers,3,9,,
1,StakeWise (Operator Infrastructure),Core Protocol Architecture,Validators & Staking Providers,3,9,,
403,Arkham,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://arkhamintelligence.com,Intelligence platform mapping wallets to real-world entities
311,Block Analitica,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://blockanalitica.com,DeFi research firm specializing in risk analysis and modeling
449,Bubblemaps,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://bubblemaps.io,Visualization tool mapping token holder relationships
226,Chaos Labs,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://chaoslabs.xyz,Risk analytics platform simulating protocol behavior under stress
456,CipherTrace,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://ciphertrace.com,Blockchain analytics and compliance platform
453,Credora,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://credora.io,Risk transparency platform aggregating exposure and solvency data
87,CryptoQuant,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://cryptoquant.com,On-chain and exchange analytics platform focused on flow-based market signals
339,DeepDAO,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://deepdao.io,Analytics platform tracking DAO governance and treasuries
48,Gauntlet,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://gauntlet.network,Risk modeling firm optimizing DeFi protocol parameters
224,Glassnode,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://glassnode.com,On-chain analytics platform translating blockchain activity into market indicators
125,Lookonchain,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://lookonchain.com,Platform highlighting notable wallet and whale behavior
380,Messari,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://messari.io,Research and intelligence platform covering crypto assets and governance
516,Nansen,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://nansen.ai,Wallet intelligence platform labeling and tracking on-chain behavior
236,OpenGov,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://opengov.com,Emerging governance intelligence platform
155,Santiment,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://santiment.net,Analytics platform combining on-chain metrics with social sentiment data
184,Token Terminal,Data & Consensus Infrastructure,Analytics & Intelligence,5,31,https://tokenterminal.com,Platform translating protocol activity into financial metrics
104,Arbitrum AnyTrust,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://arbitrum.io,Hybrid DA model combining committee speed with Ethereum safety
365,Avail,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://www.availproject.org,Purpose-built DA blockchain optimized for light-client verification
251,Avail DAS,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://www.availproject.org,DA-first blockchain with DAS baked into protocol design
26,Celestia,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://celestia.org,"Modular blockchain purpose-built to provide scalable, verifiable data availability using sampling"
370,Celestia DAS,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://celestia.org,Data Availability Sampling system enabling light clients to verify data presence
419,EigenDA,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://www.eigenda.xyz,Ethereum-aligned DA layer leveraging restaked ETH
486,Ethereum Blobs (EIP-4844),Data & Consensus Infrastructure,Data Availability Systems,5,10,https://eips.ethereum.org/EIPS/eip-4844,"Protocol-native data availability mechanism introducing cheap, ephemeral blob data for rollups"
514,Ethereum Calldata,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://ethereum.org,Original Ethereum DA mechanism using calldata for publishing rollup data
13,Immutable X,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://www.immutable.com,NFT-focused Validium chain built on StarkEx
238,LazyLedger,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://github.com/lazyledger,Original research prototype introducing DAS concepts
202,NEAR DA,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://near.org,DA service leveraging NEAR’s sharded L1 for scalable availability
322,Polygon CDK Validium,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://polygon.technology/polygon-cdk,Modular ZK rollup framework supporting Validium configurations
221,Polygon zkEVM Volition,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://polygon.technology/polygon-zkevm,zkEVM implementation with optional Validium DA
491,StarkEx,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://starkware.co/starkex,ZK rollup framework using off-chain DA committees
481,zkSync Era,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://zksync.io,ZK rollup supporting hybrid DA via Volition
41,zkSync Validium,Data & Consensus Infrastructure,Data Availability Systems,5,10,https://zksync.io,zkSync execution stack with optional Validium DA mode
451,Alchemy (Data APIs),Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.alchemy.com,Developer platform exposing indexed Ethereum data via APIs
428,Allium,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.allium.so,Blockchain data platform focused on enterprise-grade indexing
346,Bitquery,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://bitquery.io,Blockchain data platform emphasizing real-time and historical query access
309,Blocknative (conditional),Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.blocknative.com,Platform indexing mempool and transaction lifecycle events
464,Chainbase,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://chainbase.com,"Web3 data platform focused on structured, queryable datasets"
332,Covalent,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.covalenthq.com,Indexed blockchain data platform exposing unified APIs
91,Dune,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://dune.com,Blockchain data platform exposing Ethereum data via SQL
318,Ethereum ETL,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://github.com/blockchain-etl/ethereum-etl,Widely used ETL toolkit for exporting Ethereum data to warehouses
59,Flipside,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://flipsidecrypto.xyz,"Data platform providing curated, indexed blockchain datasets"
348,Goldsky,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.goldsky.com,"Managed indexing platform focused on fast, reliable event and subgraph data"
397,Moralis,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://moralis.io,Web3 data platform abstracting on-chain complexity
12,QuickNode (Data APIs),Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.quicknode.com,Infra provider offering indexed data alongside RPC
412,Satsuma,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://www.satsuma.xyz,Managed hosting and indexing for subgraphs
375,Subsquid,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://subsquid.io,Flexible indexing framework enabling custom Ethereum data pipelines
398,The Graph,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://thegraph.com,Decentralized protocol for indexing and querying blockchain data using subgraphs
105,TrueBlocks,Data & Consensus Infrastructure,Indexing & Query Engines,5,7,https://trueblocks.io,Open-source Ethereum indexing framework focused on account history
393,API3,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://api3.org,Oracle network enabling APIs to publish data directly on-chain without intermediaries
503,Chainlink,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://chain.link,Decentralized oracle network providing authoritative off-chain and cross-chain data to Ethereum smart contracts via independent node operators
439,Chainlink CCIP,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://chain.link/cross-chain,Cross-chain interoperability protocol enabling secure message and asset transfer between blockchains
188,Chainlink Functions,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://chain.link/functions,Serverless compute layer enabling smart contracts to securely call APIs and run off-chain logic
362,Gelato,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://www.gelato.network,Decentralized automation network that executes and reports on predefined off-chain conditions
204,LayerZero,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://layerzero.network,Messaging protocol enabling applications to send arbitrary messages across chains
468,Marlin,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://www.marlin.org,Network providing verifiable off-chain computation and networking services to blockchain protocols
436,Provable (formerly Oraclize),Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://provable.xyz,Early oracle service enabling smart contracts to fetch authenticated web data
252,Pyth Network,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://pyth.network,Market-maker-native oracle network delivering high-frequency price data to Ethereum via a pull-based model
243,RedStone,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://redstone.finance,Modular oracle network that delivers signed price data on-demand instead of continuous on-chain updates
266,Supra,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://supra.com,"Vertically integrated oracle network offering prices, randomness, and automation"
385,Tellor,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://tellor.io,Permissionless oracle allowing anyone to report data secured by staking and disputes
67,UMA,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://umaproject.org,Optimistic oracle allowing arbitrary data to be resolved on-chain via economic incentives and disputes
179,UMA KPI Options,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://umaproject.org,KPI Options primitive that settles contracts based on real-world or on-chain performance metrics
335,Witnet,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://witnet.io,Decentralized oracle network using independent witnesses to retrieve and agree on external data
509,Wormhole,Data & Consensus Infrastructure,Oracles & Data Networks,5,36,https://wormhole.com,Cross-chain messaging network relying on guardian attestations
20,AWS Managed Blockchain,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://aws.amazon.com/managed-blockchain,"AWS service providing managed Ethereum nodes and RPC endpoints integrated with AWS compute, networking, and IAM"
258,Alchemy,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://www.alchemy.com,"Developer-focused Ethereum infrastructure platform providing managed RPC and WebSocket access alongside monitoring, debugging, and performance tooling"
475,Ankr,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://www.ankr.com,Web3 infrastructure provider offering Ethereum RPC access via a hybrid centralized and decentralized node network
254,Blockdaemon,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://www.blockdaemon.com,"Institutional-grade blockchain infrastructure provider offering Ethereum RPC, node operations, and staking services"
250,Coinbase Cloud,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://www.coinbase.com/cloud,"Enterprise blockchain infrastructure platform providing Ethereum RPC, node hosting, staking, and compliance-ready services"
14,Figment,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://figment.io,"Institutional blockchain infrastructure provider offering Ethereum nodes, RPC access, and staking with compliance focus"
7,Foundry,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://book.getfoundry.sh,"High-performance Ethereum development toolkit providing local node simulation, testing, and forking via Anvil"
388,GetBlock,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://getblock.io,Managed blockchain node provider offering Ethereum RPC and WebSocket access with broad multi-chain support
206,Google Cloud Web3,Data & Consensus Infrastructure,RPC & Node Providers,5,16,https://cloud.google.com/web3,"Cloud-native Web3 offering providing Ethereum RPC and node services integrated with Google Cloud’s compute, networking, and data stack"
